Entry	Gene Names (primary)	Gene Names	Protein names	Reviewed
Q8TEH6	FLJ00221	FLJ00221	E3 ubiquitin-protein ligase synoviolin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1)	unreviewed
Q8TEQ0	SNX29	SNX29 RUNDC2A	Sorting nexin-29 (RUN domain-containing protein 2A)	reviewed
Q8TES3	FLJ00120	FLJ00120	Caspase recruitment domain-containing protein 11 (CARD-containing MAGUK protein 1)	unreviewed
Q8TF08	COX7B2	COX7B2	Cytochrome c oxidase subunit 7B2, mitochondrial (Cytochrome c oxidase polypeptide VIIb2)	reviewed
Q8TF20	ZNF721	ZNF721 KIAA1982	Zinc finger protein 721	reviewed
Q8TF27	AGAP11	AGAP11 KIAA1975	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 11 (AGAP-11) (Centaurin-gamma-like protein KIAA1975)	reviewed
Q8TF32	ZNF431	ZNF431 KIAA1969	Zinc finger protein 431	reviewed
Q8TF44	C2CD4C	C2CD4C FAM148C KIAA1957 NLF3	C2 calcium-dependent domain-containing protein 4C (Nuclear-localized factor 3) (Protein FAM148C)	reviewed
Q8TF61	FBXO41	FBXO41 FBX41 KIAA1940	F-box only protein 41	reviewed
Q8WCW6	COX1	COX1 COI	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	unreviewed
Q8WCX5	COX1	COX1 COI coxI	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	unreviewed
Q8WCY5	COX1	COX1	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	unreviewed
Q8WTP9	XAGE3	XAGE3 GAGED4 PLAC6 PP9012	X antigen family member 3 (XAGE-3) (Cancer/testis antigen 12.3) (CT12.3) (G antigen family D member 4) (Placenta-specific gene 6 protein)	reviewed
Q8WTR8	NTN5	NTN5	Netrin-5 (Netrin-1-like protein)	reviewed
Q8WTU2	SSC4D	SSC4D SRCRB4D	Scavenger receptor cysteine-rich domain-containing group B protein (Four scavenger receptor cysteine-rich domains-containing protein) (S4D-SRCRB)	reviewed
Q8WU57	SELI	SELI hCG_1651316	Ethanolaminephosphotransferase 1 (EC 2.7.8.1) (Selenoprotein I)	unreviewed
Q8WU76	SCFD2	SCFD2 STXBP1L1	Sec1 family domain-containing protein 2 (Syntaxin-binding protein 1-like 1)	reviewed
Q8WUD4	CCDC12	CCDC12	Coiled-coil domain-containing protein 12	reviewed
Q8WUH6	TMEM263	TMEM263 C12orf23	Transmembrane protein 263	reviewed
Q8WUR7	C15orf40	C15orf40	UPF0235 protein C15orf40	reviewed
Q8WUS8	SDR42E1	SDR42E1 HSPC105	Short-chain dehydrogenase/reductase family 42E member 1 (EC 1.1.1.-)	reviewed
Q8WUT9	SLC25A43	SLC25A43	Solute carrier family 25 member 43	reviewed
Q8WUV1	TSPAN18	TSPAN18 hCG_25390	Tetraspanin	unreviewed
Q8WUY9	DEPDC1B	DEPDC1B XTP8	DEP domain-containing protein 1B (HBV X-transactivated gene 8 protein) (HBV XAg-transactivated protein 8)	reviewed
Q8WV15	TMEM255B	TMEM255B FAM70B	Transmembrane protein 255B (Protein FAM70B)	reviewed
Q8WVC6	DCAKD	DCAKD	Dephospho-CoA kinase domain-containing protein	reviewed
Q8WVE6	TMEM171	TMEM171	Transmembrane protein 171	reviewed
Q8WVF2	UCMA	UCMA C10orf49	Unique cartilage matrix-associated protein [Cleaved into: Unique cartilage matrix-associated protein C-terminal fragment (Ucma-C) (Gla-rich protein) (GRP)]	reviewed
Q8WVI7	PPP1R1C	PPP1R1C	Protein phosphatase 1 regulatory subunit 1C (Inhibitor-5 of protein phosphatase 1) (IPP5)	reviewed
Q8WW18	C17orf50	C17orf50	Uncharacterized protein C17orf50	reviewed
Q8WW32	HMGB4	HMGB4	High mobility group protein B4	reviewed
Q8WW33	GTSF1	GTSF1 FAM112B	Gametocyte-specific factor 1 (Protein FAM112B)	reviewed
Q8WW36	ZCCHC13	ZCCHC13	Zinc finger CCHC domain-containing protein 13	reviewed
Q8WW52	FAM151A	FAM151A C1orf179 UNQ3034/PRO9836	Protein FAM151A	reviewed
Q8WW62	TMED6	TMED6 UNQ9146/PRO34237	Transmembrane emp24 domain-containing protein 6 (p24 family protein gamma-5) (p24gamma5)	reviewed
Q8WW79	SELL	SELL hCG_37088	L-selectin	unreviewed
Q8WWA1	TMEM40	TMEM40	Transmembrane protein 40	reviewed
Q8WWU7	ITLN2	ITLN2 UNQ2789/PRO7179	Intelectin-2 (Endothelial lectin HL-2)	reviewed
Q8WWX0	ASB5	ASB5	Ankyrin repeat and SOCS box protein 5 (ASB-5)	reviewed
Q8WX39	LCN9	LCN9	Epididymal-specific lipocalin-9 (MUP-like lipocalin)	reviewed
Q8WXB6	FUT1	FUT1	L-Fucosyltransferase (EC 2.4.1.-)	unreviewed
Q8WXF5	CRYGN	CRYGN	Gamma-crystallin N (Gamma-N-crystallin)	reviewed
Q8WXJ9	ASB17	ASB17	Ankyrin repeat and SOCS box protein 17 (ASB-17)	reviewed
Q8WXT5	FOXD4L4	FOXD4L4 FOXD4B FOXD4L2	Forkhead box protein D4-like 4 (FOXD4-like 4) (Forkhead box protein D4-like 2) (Forkhead box protein D4B) (Myeloid factor-gamma)	reviewed
Q8WY67	RAB24	RAB24 hCG_2039395	Ras-related protein Rab-24 (EC 3.6.5.2)	unreviewed
Q8WZ33	MAFIP	MAFIP MIP PP5644	MaFF-interacting protein (Tektin-4 like protein PP5644)	reviewed
Q8WZ71	TMEM158	TMEM158 HBBP RIS1	Transmembrane protein 158 (40 kDa BINP-binding protein) (p40BBP) (Ras-induced senescence protein 1)	reviewed
Q8WZ92	OR5P2	OR5P2	Olfactory receptor 5P2 (Olfactory receptor-like protein JCG3)	reviewed
Q8WZ95			Beta-1,4-galactosyltransferase (Beta-1,4-GalTase) (EC 2.4.1.-)	unreviewed
Q8WZA0	LZIC	LZIC	Protein LZIC (Leucine zipper and CTNNBIP1 domain-containing protein) (Leucine zipper and ICAT homologous domain-containing protein)	reviewed
Q92576	PHF3	PHF3 KIAA0244	PHD finger protein 3	reviewed
Q92670	ZNF75CP	ZNF75CP ZNF75C	Putative zinc finger protein 75C (Zinc finger protein 75C pseudogene)	reviewed
Q92799			Trifunctional enzyme subunit beta, mitochondrial (EC 2.3.1.155) (TP-beta)	unreviewed
Q93083	MT1L	MT1L	Metallothionein-1L (MT-1L) (Metallothionein-IL) (MT-IL)	reviewed
Q957U9	CO1	CO1 COI COX1 MTCO1	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	unreviewed
Q95HN1	HLA-CW	HLA-CW HLA-C	MHC class I antigen	unreviewed
Q95J05	HLA-A	HLA-A	Leucocyte antigen A	unreviewed
Q95J06	HLA-A	HLA-A	HLA class I histocompatibility antigen A alpha chain (MHC class I antigen) (MHC class I protein) (MHC leukocyte antigen) (Major histocompatibility complex, class I, A)	unreviewed
Q969E1	LEAP2	LEAP2	Liver-expressed antimicrobial peptide 2 (LEAP-2)	reviewed
Q969E4	TCEAL3	TCEAL3 MSTP072	Transcription elongation factor A protein-like 3 (TCEA-like protein 3) (Transcription elongation factor S-II protein-like 3)	reviewed
Q969M1	TOMM40L	TOMM40L TOMM40B	Mitochondrial import receptor subunit TOM40B (Protein TOMM40-like)	reviewed
Q969M2	GJA10	GJA10 CX62	Gap junction alpha-10 protein (Connexin-62) (Cx62)	reviewed
Q969Q0	RPL36AL	RPL36AL	Ribosomal protein eL42-like (60S ribosomal protein L36a-like) (Large ribosomal subunit protein eL42-like)	reviewed
Q969W3	VCF1	VCF1 FAM104A	Protein VCF1 (VCP nuclear cofactor family member 1)	reviewed
Q969Y0	NXPE3	NXPE3 FAM55C MSTP115 UNQ5791/PRO19596	NXPE family member 3 (Protein FAM55C)	reviewed
Q96AM1	MRGPRF	MRGPRF GPR140 GPR168 MRGF PSEC0142	Mas-related G protein-coupled receptor member F (Mas-related gene F protein) (G protein-coupled receptor 140) (G protein-coupled receptor 168)	reviewed
Q96AQ9	FAM131C	FAM131C C1orf117	Protein FAM131C	reviewed
Q96B13	PPP2R5C	PPP2R5C	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit	unreviewed
Q96B33	CLDN23	CLDN23	Claudin-23	reviewed
Q96B45	BORCS7	BORCS7 C10orf32	BLOC-1-related complex subunit 7 (Diaskedin)	reviewed
Q96BC0	SKIV2L	SKIV2L	Superkiller complex protein 2 (EC 3.6.4.13)	unreviewed
Q96BE9	CDK4	CDK4 hCG_40151	cyclin-dependent kinase (EC 2.7.11.22)	unreviewed
Q96BM0	IFI27L1	IFI27L1 FAM14B	Interferon alpha-inducible protein 27-like protein 1 (Interferon-stimulated gene 12c protein) (ISG12(c)) (ISG12C)	reviewed
Q96BQ5	CCDC127	CCDC127	Coiled-coil domain-containing protein 127	reviewed
Q96BX8	MOB3A	MOB3A MOBKL2A	MOB kinase activator 3A (MOB-LAK) (Mob1 homolog 2A) (Mps one binder kinase activator-like 2A)	reviewed
Q96C34	RUNDC1	RUNDC1 LP5161	RUN domain-containing protein 1	reviewed
Q96C57	CUSTOS	CUSTOS C12orf43	Protein CUSTOS	reviewed
Q96C71	GNAI2	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein)	unreviewed
Q96C90	PPP1R14B	PPP1R14B PLCB3N PNG	Protein phosphatase 1 regulatory subunit 14B (Phospholipase C-beta-3 neighbouring gene protein)	reviewed
Q96CA8	CDC2L2	CDC2L2	Galactosyltransferase-associated protein kinase p58/GTA (EC 2.7.11.22) (EC 2.7.11.23)	unreviewed
Q96CD0	FBXL8	FBXL8 FBL8	F-box/LRR-repeat protein 8 (F-box and leucine-rich repeat protein 8) (F-box protein FBL8)	reviewed
Q96CJ7	EYA4	EYA4	Eyes absent homolog (EC 3.1.3.48)	unreviewed
Q96CS4	ZNF689	ZNF689	Zinc finger protein 689	reviewed
Q96CT2	KLHL29	KLHL29 KBTBD9 KIAA1921	Kelch-like protein 29 (Kelch repeat and BTB domain-containing protein 9)	reviewed
Q96D16	FBXL18	FBXL18	FBXL18 protein	unreviewed
Q96D30	ADD1	ADD1	Alpha-adducin (Erythrocyte adducin subunit alpha)	unreviewed
Q96DC0	DCI	DCI hCG_41028	Enoyl-CoA delta isomerase 1, mitochondrial (EC 5.3.3.8) (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)	unreviewed
Q96DC7	TMCO6	TMCO6 PRO1580	Transmembrane and coiled-coil domain-containing protein 6	reviewed
Q96DD0	LRRC39	LRRC39 UNQ6500/PRO21368	Leucine-rich repeat-containing protein 39 (Myosin-interacting M-band-associated stress-responsive protein) (Myomasp)	reviewed
Q96DI8	HMOX1	HMOX1	Heme oxygenase (EC 1.14.14.18)	unreviewed
Q96DL1	NXPE2	NXPE2 FAM55B	NXPE family member 2 (Protein FAM55B)	reviewed
Q96DS6	MS4A6E	MS4A6E	Membrane-spanning 4-domains subfamily A member 6E	reviewed
Q96E16	SMIM19	SMIM19 C8orf40	Small integral membrane protein 19	reviewed
Q96E66	LRRC51	LRRC51 LRTOMT	Leucine-rich repeat-containing protein 51 (Protein LRTOMT1)	reviewed
Q96E98	RHAG	RHAG	Ammonium transporter Rh type A (Erythrocyte membrane glycoprotein Rh50) (Rhesus blood group family type A glycoprotein)	unreviewed
Q96EH5	RPL39L	RPL39L RPL39L1	Ribosomal protein eL39-like 2 (60S ribosomal protein L39-2) (60S ribosomal protein L39-like) (Large ribosomal subunit protein eL39-like)	reviewed
Q96EI5	TCEAL4	TCEAL4 NPD017	Transcription elongation factor A protein-like 4 (TCEA-like protein 4) (Transcription elongation factor S-II protein-like 4)	reviewed
Q96EK2	PHF21B	PHF21B KIAA1661	PHD finger protein 21B	reviewed
Q96EL2	MRPS24	MRPS24 HSPC335	Small ribosomal subunit protein uS3m (28S ribosomal protein S24, mitochondrial) (MRP-S24) (S24mt) (bMRP-47) (bMRP47)	reviewed
Q96ES6	SLC33A2	SLC33A2 MFSD3	Solute carrier family 33 member 2 (Major facilitator superfamily domain-containing protein 3)	reviewed
Q96ET8	TVP23C	TVP23C FAM18B2 Nbla10383	Golgi apparatus membrane protein TVP23 homolog C	reviewed
Q96EZ4	MYEOV	MYEOV OCIM	Myeloma-overexpressed gene protein (Oncogene in multiple myeloma)	reviewed
Q96F63	CCDC97	CCDC97	Coiled-coil domain-containing protein 97	reviewed
Q96F82	ORC1L	ORC1L	Origin recognition complex subunit 1	unreviewed
Q96FB5	METTL25B	METTL25B C1orf66 RRNAD1 CGI-41	Methyltransferase-like protein 25B (Protein RRNAD1) (Ribosomal RNA adenine dimethylase domain-containing protein 1)	reviewed
Q96FI0	UBE2W	UBE2W	Ubiquitin-conjugating enzyme E2 W (EC 2.3.2.23) (EC 2.3.2.25) (E2 ubiquitin-conjugating enzyme W) (N-terminal E2 ubiquitin-conjugating enzyme) (N-terminus-conjugating E2) (Ubiquitin carrier protein W) (Ubiquitin-protein ligase W)	unreviewed
Q96FQ5			Ig-like domain-containing protein	unreviewed
Q96FV0	LRRC46	LRRC46	Leucine-rich repeat-containing protein 46	reviewed
Q96FY7	ACSS2	ACSS2	Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (EC 6.2.1.17) (Acetyl-CoA synthetase) (Acetyl-CoA synthetase 1) (Acyl-CoA synthetase short-chain family member 2) (Propionate--CoA ligase)	unreviewed
Q96G27	WBP1	WBP1	WW domain-binding protein 1 (WBP-1)	reviewed
Q96GR7	UBE3A	UBE3A	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (HECT-type ubiquitin transferase E3A) (Oncogenic protein-associated protein E6-AP)	unreviewed
Q96GT9	XAGE2	XAGE2 GAGED3 XAGE2B	X antigen family member 2 (XAGE-2) (Cancer/testis antigen 12.2) (CT12.2) (G antigen family D member 3)	reviewed
Q96GU1	PAGE5	PAGE5 GAGEE1	P antigen family member 5 (PAGE-5) (Cancer/testis antigen 16.1) (CT16.1) (G antigen family E member 1) (Prostate-associated gene 5 protein)	reviewed
Q96H12	MSANTD3	MSANTD3 C9orf30 L8	Myb/SANT-like DNA-binding domain-containing protein 3	reviewed
Q96H40	ZNF486	ZNF486 KRBO2	Zinc finger protein 486 (KRAB domain only protein 2)	reviewed
Q96H53	HSPA8	HSPA8	HSPA8 protein	unreviewed
Q96H79	ZC3HAV1L	ZC3HAV1L C7orf39	Zinc finger CCCH-type antiviral protein 1-like	reviewed
Q96HA4	C1orf159	C1orf159 UNQ2998/PRO9739	Uncharacterized protein C1orf159	reviewed
Q96HI4	NMT1	NMT1	Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97)	unreviewed
Q96HP4	OXNAD1	OXNAD1	Oxidoreductase NAD-binding domain-containing protein 1 (EC 1.-.-.-)	reviewed
Q96HV5	TMEM41A	TMEM41A UNQ168/PRO194	Transmembrane protein 41A	reviewed
Q96I63	YME1L1	YME1L1	ATP-dependent zinc metalloprotease YME1L1 (ATP-dependent metalloprotease FtsH1) (YME1-like protein 1)	unreviewed
Q96IC2	REXO5	REXO5 44M2.3	RNA exonuclease 5 (EC 3.1.-.-) (Exonuclease NEF-sp)	reviewed
Q96ID4			NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 7.1.1.2) (Complex I-51kD) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	unreviewed
Q96IE1	POLE	POLE	DNA polymerase epsilon catalytic subunit (EC 2.7.7.7)	unreviewed
Q96II5	ARAF	ARAF	non-specific serine/threonine protein kinase (EC 2.7.11.1)	unreviewed
Q96IM9	DYDC2	DYDC2	DPY30 domain-containing protein 2	reviewed
Q96IQ6			poly(A)-specific ribonuclease (EC 3.1.13.4)	unreviewed
Q96JF6	ZNF594	ZNF594 KIAA1871	Zinc finger protein 594 (Zinc finger protein HZF18)	reviewed
Q96JM4	LRRIQ1	LRRIQ1 KIAA1801	Leucine-rich repeat- and IQ domain-containing protein 1	reviewed
Q96JQ2	CLMN	CLMN KIAA1188	Calmin (Calponin-like transmembrane domain protein)	reviewed
Q96K17	BTF3L4	BTF3L4	Transcription factor BTF3 homolog 4 (Basic transcription factor 3-like 4)	reviewed
Q96K37	SLC35E1	SLC35E1 PSEC0038	Solute carrier family 35 member E1	reviewed
Q96K75	ZNF514	ZNF514	Zinc finger protein 514	reviewed
Q96KB3			ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (Nucleoside diphosphate-linked moiety X motif 9)	unreviewed
Q96KC9	CABS1	CABS1 C4orf35	Calcium-binding and spermatid-specific protein 1 (Testis development protein NYD-SP26)	reviewed
Q96KD3	GARIN1B	GARIN1B FAM137A FAM71F1	Golgi-associated RAB2 interactor protein 1B (Testis development protein NYD-SP18)	reviewed
Q96KJ4	MSLNL	MSLNL C16orf37 MPFL	Mesothelin-like protein (Pre-pro-megakaryocyte-potentiating-factor-like)	reviewed
Q96KT7	SLC35G5	SLC35G5 AMAC AMAC1L2	Solute carrier family 35 member G5 (Acyl-malonyl-condensing enzyme 1-like protein 2)	reviewed
Q96KV6	BTN2A3P	BTN2A3P BTN2A3	Putative butyrophilin subfamily 2 member A3	reviewed
Q96KW9	SPACA7	SPACA7 C13orf28	Sperm acrosome-associated protein 7	reviewed
Q96L03	SPATA17	SPATA17	Spermatogenesis-associated protein 17	reviewed
Q96L11	LLCFC1	LLCFC1 C7orf34 SOF1	Sperm-egg fusion protein LLCFC1 (LLLL and CFNLAS motif-containing protein 1) (MSSP-binding protein CTM-1) (Sperm-oocyte fusion required protein 1)	reviewed
Q96L35	EPHB4	EPHB4 hCG_20448	receptor protein-tyrosine kinase (EC 2.7.10.1)	unreviewed
Q96L53	ST3GalIII	ST3GalIII	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase (EC 2.4.3.6) (Beta-galactoside alpha-2,3-sialyltransferase 3) (Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (ST3Gal III) (ST3N) (Sialyltransferase 6)	unreviewed
Q96LE1			Cyclin-dependent kinase inhibitor 1 (CDK-interacting protein 1) (p21)	unreviewed
Q96LK8	SPATA32	SPATA32 C17orf46 TEX34	Spermatogenesis-associated protein 32 (Testis-expressed protein 34)	reviewed
Q96LP2	FAM81B	FAM81B	Protein FAM81B	reviewed
Q96LQ0	PPP1R36	PPP1R36 C14orf50	Protein phosphatase 1 regulatory subunit 36	reviewed
Q96LR4	TAFA4	TAFA4 FAM19A4	Chemokine-like protein TAFA-4	reviewed
Q96LT6	C1orf74	C1orf74	UPF0739 protein C1orf74	reviewed
Q96LU5	IMMP1L	IMMP1L	Mitochondrial inner membrane protease subunit 1 (EC 3.4.21.-) (IMP1-like protein)	reviewed
Q96LW1	ZNF354B	ZNF354B	Zinc finger protein 354B	reviewed
Q96M20	CNBD2	CNBD2 C20orf152	Cyclic nucleotide-binding domain-containing protein 2	reviewed
Q96M34	TEX55	TEX55 C3orf30 TSCPA	Testis-specific expressed protein 55 (Testis-specific conserved, cAMP-dependent type II PK-anchoring protein)	reviewed
Q96M43	NBPF4	NBPF4	NBPF family member NBPF4 (Neuroblastoma breakpoint family member 4)	reviewed
Q96M53	TBATA	TBATA C10orf27 SPATIAL	Protein TBATA (Protein SPATIAL) (Stromal protein associated with thymii and lymph node homolog) (Thymus, brain and testes-associated protein)	reviewed
Q96M93	ADAD1	ADAD1 TENR	Adenosine deaminase domain-containing protein 1 (Testis nuclear RNA-binding protein)	reviewed
Q96MC5	BMERB1	BMERB1 C16orf45	bMERB domain-containing protein 1	reviewed
Q96MC6	SLC71A1	SLC71A1 HIAT1 MFSD14A	Solute carrier family 71 member 1 (Hippocampus abundant transcript 1 protein) (Major facilitator superfamily domain-containing 14A) (Putative tetracycline transporter-like protein)	reviewed
Q96MF6	COQ10A	COQ10A UNQ6192/PRO20219	Coenzyme Q-binding protein COQ10 homolog A, mitochondrial	reviewed
Q96MK2	RIPOR3	RIPOR3 C20orf175 C20orf176 FAM65C	RIPOR family member 3	reviewed
Q96MN5	TCEANC2	TCEANC2 C1orf83	Transcription elongation factor A N-terminal and central domain-containing protein 2	reviewed
Q96MR9	ZNF560	ZNF560	Zinc finger protein 560	reviewed
Q96MS3	GLT1D1	GLT1D1	Glycosyltransferase 1 domain-containing protein 1 (EC 2.4.-.-)	reviewed
Q96MY1	NOL4L	NOL4L C20orf112 C20orf113	Nucleolar protein 4-like	reviewed
Q96N20	ZNF75A	ZNF75A	Zinc finger protein 75A	reviewed
Q96N22	ZNF681	ZNF681	Zinc finger protein 681	reviewed
Q96N46	TTC14	TTC14 KIAA1980 UNQ5813/PRO19630	Tetratricopeptide repeat protein 14 (TPR repeat protein 14)	reviewed
Q96N83			Podocalyxin (Podocalyxin-like protein 1)	unreviewed
Q96NA8	TSNARE1	TSNARE1	t-SNARE domain-containing protein 1	reviewed
Q96ND8	ZNF583	ZNF583	Zinc finger protein 583 (Zinc finger protein L3-5)	reviewed
Q96NG8	ZNF582	ZNF582	Zinc finger protein 582	reviewed
Q96NI8	ZNF570	ZNF570	Zinc finger protein 570	reviewed
Q96NJ6	ZFP3	ZFP3 ZNF752	Zinc finger protein 3 homolog (Zfp-3) (Zinc finger protein 752)	reviewed
Q96NS5	ASB16	ASB16	Ankyrin repeat and SOCS box protein 16 (ASB-16)	reviewed
Q96NT1	NAP1L5	NAP1L5 DRLM	Nucleosome assembly protein 1-like 5 (Down-regulated in liver malignancy) (Histone chaperone NAP1L5)	reviewed
Q96P64	AGAP4	AGAP4 AGAP8 CTGLF1 CTGLF5 MRIP2	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 4 (AGAP-4) (Centaurin-gamma-like family member 1) (Centaurin-gamma-like family member 5)	reviewed
Q96P67	GPR82	GPR82	Probable G protein-coupled receptor 82	reviewed
Q96P88	GNRHR2	GNRHR2	Putative gonadotropin-releasing hormone II receptor (GnRH II receptor) (GnRH-II-R) (Type II GnRH receptor)	reviewed
Q96PG2	MS4A10	MS4A10 CD20L7 MS4A9	Membrane-spanning 4-domains subfamily A member 10 (CD20 antigen-like 7)	reviewed
Q96PI1	SPRR4	SPRR4	Small proline-rich protein 4	reviewed
Q96PJ7			Ras-related protein Rab-36 (EC 3.6.5.2)	unreviewed
Q96PQ9	LOX	LOX	Lysyl oxidase homolog (EC 1.4.3.13)	unreviewed
Q96PT3	DUX5	DUX5	Double homeobox protein 5	reviewed
Q96PT4	DUX3	DUX3	Putative double homeobox protein 3	reviewed
Q96PX6	CCDC85A	CCDC85A KIAA1912	Coiled-coil domain-containing protein 85A	reviewed
Q96QA6	YPEL2	YPEL2 FKSG4	Protein yippee-like 2	reviewed
Q96QD5	DEPDC7	DEPDC7	DEP domain-containing protein 7 (Protein TR2/D15)	reviewed
Q96QE4	LRRC37B	LRRC37B	Leucine-rich repeat-containing protein 37B (C66 SLIT-like testicular protein)	reviewed
Q96QH8	SPACA5; SPACA5B	SPACA5 LYZL5 SPACA5A UNQ6288/PRO20753; SPACA5B	Sperm acrosome-associated protein 5 (EC 3.2.1.17) (Lysozyme-like protein 5) (Sperm-specific lysozyme-like protein X) (SLLP-X)	reviewed
Q96QK8	SMIM14	SMIM14 C4orf34	Small integral membrane protein 14	reviewed
Q96QR3			Signaling lymphocytic activation molecule (SLAM family member 1)	unreviewed
Q96R05	RBP7	RBP7	Retinoid-binding protein 7 (Cellular retinoic acid-binding protein 4) (CRABP4) (CRBP4) (Cellular retinoic acid-binding protein IV) (CRABP-IV)	reviewed
Q96R08	OR5B12	OR5B12 OR5B12P OR5B16	Olfactory receptor 5B12 (Olfactory receptor 5B16) (Olfactory receptor OR11-241)	reviewed
Q96R09	OR5B2	OR5B2	Olfactory receptor 5B2 (OST073) (Olfactory receptor OR11-240)	reviewed
Q96R27	OR2M4	OR2M4	Olfactory receptor 2M4 (HTPCRX18) (OST710) (Olfactory receptor OR1-55) (Olfactory receptor TPCR100)	reviewed
Q96R28	OR2M2	OR2M2	Olfactory receptor 2M2 (OST423)	reviewed
Q96R30	OR2V2	OR2V2 OR2V3	Olfactory receptor 2V2 (Olfactory receptor 2V3) (Olfactory receptor OR5-3)	reviewed
Q96R45	OR2A7	OR2A7	Olfactory receptor 2A7 (Olfactory receptor OR7-18)	reviewed
Q96R47	OR2A14	OR2A14 OR2A14P OR2A6	Olfactory receptor 2A14 (OST182) (Olfactory receptor 2A6) (Olfactory receptor OR7-12)	reviewed
Q96R54	OR14A2	OR14A2 OR5AX1 OR5AX1P	Olfactory receptor 14A2 (Olfactory receptor 5AX1) (Olfactory receptor OR1-31)	reviewed
Q96R67	OR4C12	OR4C12	Olfactory receptor 4C12 (Olfactory receptor OR11-259)	reviewed
Q96R69	OR4F4	OR4F4	Olfactory receptor 4F4 (HS14a-1-A) (Olfactory receptor OR19-3)	reviewed
Q96R72	OR4K3	OR4K3 OR4K3P	Olfactory receptor 4K3 (Olfactory receptor OR14-14)	reviewed
Q96R84	OR1F2P	OR1F2P OR1F2	Putative olfactory receptor 1F2 (OLFmf2)	reviewed
Q96RB7	OR5M11	OR5M11	Olfactory receptor 5M11	reviewed
Q96RC9	OR8B4	OR8B4 OR8B4P	Olfactory receptor 8B4 (Olfactory receptor OR11-315)	reviewed
Q96RD0	OR8B2	OR8B2	Olfactory receptor 8B2 (Olfactory receptor OR11-309)	reviewed
Q96RD1	OR6C1	OR6C1	Olfactory receptor 6C1 (OST267)	reviewed
Q96RD2	OR52B2	OR52B2	Olfactory receptor 52B2 (Olfactory receptor OR11-70)	reviewed
Q96RD3	OR52E6	OR52E6	Olfactory receptor 52E6 (Olfactory receptor OR11-58)	reviewed
Q96RG9	CHRM3	CHRM3	Muscarinic acetylcholine receptor	unreviewed
Q96RL8	NIMP	NIMP	NAD(P)H oxidoreductase RTN4IP1, mitochondrial (NOGO-interacting mitochondrial protein) (Reticulon-4-interacting protein 1)	unreviewed
Q96RM1	SPRR2F	SPRR2F	Small proline-rich protein 2F (SPR-2F)	reviewed
Q96RT6	CTAGE1	CTAGE1 CTAGE2	cTAGE family member 2 (Protein cTAGE-2) (Cancer/testis antigen 21.2) (CT21.2)	reviewed
Q96S19	METTL26	METTL26 JFP2 C16orf13	Methyltransferase-like 26	reviewed
Q96S86	HAPLN3	HAPLN3 EXLD1 UNQ238/PRO271	Hyaluronan and proteoglycan link protein 3	reviewed
Q96S95	CAMK2N2	CAMK2N2	Calcium/calmodulin-dependent protein kinase II inhibitor 2 (CaM-KII inhibitory protein) (CaM-KIIN)	reviewed
Q96SF2	CCT8L2	CCT8L2 CESK1	T-complex protein 1 subunit theta-like 2 (Chaperonin containing T-complex polypeptide 1 subunit 8-like 2)	reviewed
Q96SW8			Volume-regulated anion channel subunit LRRC8A (Leucine-rich repeat-containing protein 8A)	unreviewed
Q96T11			Receptor-interacting serine/threonine-protein kinase 4 (EC 2.7.11.1) (Ankyrin repeat domain-containing protein 3)	unreviewed
Q96T25	ZIC5	ZIC5	Zinc finger protein ZIC 5 (Zinc finger protein of the cerebellum 5)	reviewed
Q96T75	DSCR8	DSCR8 C21orf65 MTAG2	Down syndrome critical region protein 8 (Cancer/testis antigen 25) (CT25) (DCR1-24.0) (Malignant melanoma-associated protein 1) (MMA-1) (Protein MTAG2)	reviewed
Q96TA0	PCDHB18P	PCDHB18P PCDHB18	Putative protocadherin beta-18 (PCDH-beta-18) (PCDH-psi2)	reviewed
Q96TE0			Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1)	unreviewed
