BaseAccession	PanelMembership	EnsemblGeneIDs	NGeneIDs	AmbiguousGeneMapping	EntrezGeneIDs	EnsemblGeneViaEntrez	CachedEnsemblProteinIDs	CrossCheck
A0ACI8UI91	DdrGoUniverse	ENSG00000125871	1	False				route2_unavailable_no_entrez
A0ACI8UIB8	DdrGoUniverse	ENSG00000135945	1	False				route2_unavailable_no_entrez
A0ACI8UKJ8	DdrGoUniverse	ENSG00000041880	1	False				route2_unavailable_no_entrez
A0ACI8UKM7	DdrGoUniverse	ENSG00000041880	1	False				route2_unavailable_no_entrez
A0ACI8UL61	DdrGoUniverse	ENSG00000041880	1	False				route2_unavailable_no_entrez
A0ACI8ULC3	DdrGoUniverse	ENSG00000125871	1	False				route2_unavailable_no_entrez
A0ACI8UPJ0	DdrGoUniverse	ENSG00000002016	1	False				route2_unavailable_no_entrez
A0ACI8UPK1	DdrGoUniverse	ENSG00000002016	1	False	5893	ENSG00000002016		agree
A0ACI8UPL0	DdrGoUniverse	ENSG00000002016	1	False				route2_unavailable_no_entrez
A0ACI8UPT8	DdrGoUniverse	ENSG00000112130	1	False				route2_unavailable_no_entrez
A0ACI8UQ13	DdrGoUniverse	ENSG00000107672	1	False				route2_unavailable_no_entrez
A0ACI8UQ63	DdrGoUniverse	ENSG00000107672	1	False				route2_unavailable_no_entrez
A0ACI8UQ99	DdrGoUniverse	ENSG00000107672	1	False				route2_unavailable_no_entrez
A0ACI8UQU7	DdrGoUniverse	ENSG00000145736	1	False				route2_unavailable_no_entrez
A0ACI8URL5	DdrGoUniverse	ENSG00000170734	1	False				route2_unavailable_no_entrez
A0ACI8UT59	DdrGoUniverse	ENSG00000112130	1	False				route2_unavailable_no_entrez
A0ACI8UT95	DdrGoUniverse	ENSG00000112130	1	False				route2_unavailable_no_entrez
A0ACI8UTF6	DdrGoUniverse	ENSG00000004487	1	False				route2_unavailable_no_entrez
A0ACI8UTG6	DdrGoUniverse	ENSG00000004487	1	False				route2_unavailable_no_entrez
A0ACI8UTH1	DdrGoUniverse	ENSG00000004487	1	False				route2_unavailable_no_entrez
A0ACI8UTI3	DdrGoUniverse	ENSG00000004487	1	False				route2_unavailable_no_entrez
A0ACI8UTP2	DdrGoUniverse	ENSG00000004487	1	False				route2_unavailable_no_entrez
A0ACI8UY13	DdrGoUniverse	ENSG00000140398	1	False				route2_unavailable_no_entrez
A0ACI8UY74	DdrGoUniverse	ENSG00000140398	1	False				route2_unavailable_no_entrez
A0ACI8UYC2	DdrGoUniverse	ENSG00000140398	1	False				route2_unavailable_no_entrez
A0ACI8UYM9	DdrGoUniverse	ENSG00000182150	1	False				route2_unavailable_no_entrez
A0ACI8UYW0	DdrGoUniverse	ENSG00000152942	1	False				route2_unavailable_no_entrez
A0ACI8UZU3	DdrGoUniverse	ENSG00000070950	1	False				route2_unavailable_no_entrez
A0ACI8V0C3	DdrGoUniverse	ENSG00000134899	1	False				route2_unavailable_no_entrez
A0ACI8V333	DdrGoUniverse	ENSG00000221829	1	False				route2_unavailable_no_entrez
A0ACI8V355	DdrGoUniverse	ENSG00000221829	1	False				route2_unavailable_no_entrez
A0ACI8V388	DdrGoUniverse	ENSG00000221829	1	False				route2_unavailable_no_entrez
A0ACI8V498	DdrGoUniverse	ENSG00000134899	1	False				route2_unavailable_no_entrez
A0ACI8V4N6	DdrGoUniverse	ENSG00000005156	1	False				route2_unavailable_no_entrez
A0ACI8V4Q3	DdrGoUniverse	ENSG00000005156	1	False				route2_unavailable_no_entrez
A0ACI8V5E0	DdrGoUniverse	ENSG00000020426	1	False				route2_unavailable_no_entrez
A0ACI8V5I1	DdrGoUniverse	ENSG00000169189	1	False				route2_unavailable_no_entrez
A0ACI8V5M2	DdrGoUniverse	ENSG00000020426	1	False				route2_unavailable_no_entrez
A0ACI8V6I1	DdrGoUniverse	ENSG00000258366	1	False				route2_unavailable_no_entrez
A0ACI8V6J3	DdrGoUniverse	ENSG00000258366	1	False				route2_unavailable_no_entrez
A0ACI8V6K0	DdrGoUniverse	ENSG00000258366	1	False				route2_unavailable_no_entrez
A0ACI8V874	DdrGoUniverse	ENSG00000169189	1	False				route2_unavailable_no_entrez
A0ACI8V8U6	DdrGoUniverse	ENSG00000143799	1	False				route2_unavailable_no_entrez
A0ACI8V8X1	DdrGoUniverse	ENSG00000143799	1	False				route2_unavailable_no_entrez
A0ACI8VC96	DdrGoUniverse	ENSG00000169621	1	False				route2_unavailable_no_entrez
A0ACI8VCR2	DdrGoUniverse	ENSG00000169621	1	False				route2_unavailable_no_entrez
A0ACI8VD15	DdrGoUniverse	ENSG00000165392	1	False				route2_unavailable_no_entrez
A0ACI8VDD3	DdrGoUniverse	ENSG00000133302	1	False				route2_unavailable_no_entrez
A0ACI8VF88	DdrGoUniverse	ENSG00000136273	1	False				route2_unavailable_no_entrez
A0ACI8VFT8	DdrGoUniverse	ENSG00000104884	1	False				route2_unavailable_no_entrez
A0ACI8VGA8	DdrGoUniverse	ENSG00000158019	1	False				route2_unavailable_no_entrez
A0ACI8VGV8	DdrGoUniverse	ENSG00000004700	1	False				route2_unavailable_no_entrez
A0ACI8VGW3	DdrGoUniverse	ENSG00000004700	1	False				route2_unavailable_no_entrez
A0ACI8VH30	DdrGoUniverse	ENSG00000039650	1	False				route2_unavailable_no_entrez
A0ACI8VHI5	DdrGoUniverse	ENSG00000129484	1	False				route2_unavailable_no_entrez
A0ACI8VHN7	DdrGoUniverse	ENSG00000165392	1	False				route2_unavailable_no_entrez
A0ACI8VHN8	DdrGoUniverse	ENSG00000129484	1	False				route2_unavailable_no_entrez
A0ACI8VHV7	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
A0ACI8VHW9	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
A0ACI8VHX8	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
A0ACI8VHY5	DdrGoUniverse	ENSG00000067369	1	False				route2_unavailable_no_entrez
A0ACI8VHZ0	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
A0ACI8VHZ2	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
A0ACI8VHZ7	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
A0ACI8VHZ8	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
A0ACI8VI08	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
A0ACI8VI80	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
A0ACI8VIB4	DdrGoUniverse	ENSG00000132604	1	False				route2_unavailable_no_entrez
A0ACI8VIE8	DdrGoUniverse	ENSG00000067369	1	False				route2_unavailable_no_entrez
A0ACI8VKA6	DdrGoUniverse	ENSG00000134574	1	False				route2_unavailable_no_entrez
A0ACI8VKG7	DdrGoUniverse	ENSG00000173559	1	False				route2_unavailable_no_entrez
A0ACI8VKQ6	DdrGoUniverse	ENSG00000196419	1	False				route2_unavailable_no_entrez
A0ACI8VKW9	DdrGoUniverse	ENSG00000128908	1	False				route2_unavailable_no_entrez
A0ACI8VLN4	DdrGoUniverse	ENSG00000065057	1	False				route2_unavailable_no_entrez
A0ACI8VM70	DdrGoUniverse	ENSG00000155229	1	False				route2_unavailable_no_entrez
A0ACI8VM72	DdrGoUniverse	ENSG00000155229	1	False				route2_unavailable_no_entrez
A0ACI8VM87	DdrGoUniverse	ENSG00000155229	1	False				route2_unavailable_no_entrez
A0ACI8VMA5	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
A0ACI8VMU7	DdrGoUniverse	ENSG00000198382	1	False				route2_unavailable_no_entrez
A0ACI8VN41	DdrGoUniverse	ENSG00000012061	1	False				route2_unavailable_no_entrez
A0ACI8VQ59	DdrGoUniverse	ENSG00000196419	1	False				route2_unavailable_no_entrez
A0ACI8VQN2	DdrGoUniverse	ENSG00000149311	1	False				route2_unavailable_no_entrez
A0ACI8VRP3	DdrGoUniverse	ENSG00000172732	1	False				route2_unavailable_no_entrez
A0ACI8VRU4	DdrGoUniverse	ENSG00000145632	1	False				route2_unavailable_no_entrez
A0ACI8VSG7	DdrGoUniverse	ENSG00000145632	1	False				route2_unavailable_no_entrez
A0ACI8VSI6	DdrGoUniverse	ENSG00000160957	1	False				route2_unavailable_no_entrez
A0ACM8PXH1	DdrGoUniverse	ENSG00000185379	1	False				route2_unavailable_no_entrez
A0AR24	DdrGoUniverse		0	False				no_ensembl_gene
A0AVT1	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000033178	1	False	55236	ENSG00000033178	ENSP00000313454	agree
A0JP10	DdrGoUniverse		0	False				no_ensembl_gene
A0M8W4	ReferenceDdr		0	False	7336	ENSG00000169139	ENSP00000428209	no_ensembl_gene
A0PJ48	DdrGoUniverse		0	False				no_ensembl_gene
A0PJ71	DdrGoUniverse		0	False				no_ensembl_gene
A0PJU8	DdrGoUniverse		0	False				no_ensembl_gene
A1L461	DdrGoUniverse		0	False				no_ensembl_gene
A1PQG8	DdrGoUniverse		0	False				no_ensembl_gene
A1YBP1	DdrGoUniverse		0	False				no_ensembl_gene
A1Z1Q3	DdrGoUniverse;ReferenceDdr	ENSG00000172264	1	False	140733	ENSG00000172264	ENSP00000217246	agree
A2A2L4	DdrGoUniverse	ENSG00000125843	1	False				route2_unavailable_no_entrez
A2ABE9	DdrGoUniverse	ENSG00000204410;ENSG00000227314;ENSG00000230293;ENSG00000235222;ENSG00000235569	5	True				route2_unavailable_no_entrez
A2ABF0	DdrGoUniverse	ENSG00000227314;ENSG00000230293;ENSG00000233345;ENSG00000235222;ENSG00000237333	5	True				route2_unavailable_no_entrez
A2ABF1	DdrGoUniverse	ENSG00000204410;ENSG00000227314;ENSG00000230293;ENSG00000233345;ENSG00000235222;ENSG00000237333	6	True				route2_unavailable_no_entrez
A2I2P0	DdrGoUniverse;ReferenceDdr		0	False	1407	ENSG00000008405	ENSP00000008527	no_ensembl_gene
A2IDA3	DdrGoUniverse;ReferenceDdr	ENSG00000103152	1	False			ENSP00000388097	route2_unavailable_no_entrez
A2NFR5	DdrGoUniverse		0	False				no_ensembl_gene
A2RUB1	DdrGoUniverse;ReferenceDdr	ENSG00000180336	1	False	284071	ENSG00000180336		agree
A3KME0	DdrGoUniverse;ReferenceDdr		0	False	2188	ENSG00000183161	ENSP00000330875	no_ensembl_gene
A3RJH1	ReferenceDdr		0	False	1653	ENSG00000079785	ENSP00000233084	no_ensembl_gene
A4D105	DdrGoUniverse;ReferenceDdr		0	False	6119	ENSG00000106399	ENSP00000223129	no_ensembl_gene
A4D177	ReferenceDdr		0	False			ENSP00000379670	no_ensembl_gene
A4D2B8	DdrGoUniverse		0	False				no_ensembl_gene
A4D2F2	DdrGoUniverse;ReferenceDdr		0	False	3364	ENSG00000136273	ENSP00000258774	no_ensembl_gene
A4GXA9	DdrGoUniverse	ENSG00000197774	1	False	197342	ENSG00000197774		agree
A4LAA3	ReferenceDdr		0	False			ENSP00000362441	no_ensembl_gene
A4ZI32	DdrGoUniverse		0	False	80233	ENSG00000185504		no_ensembl_gene
A5D6Y3	DdrGoUniverse		0	False	10111	ENSG00000113522		no_ensembl_gene
A5YM55	DdrGoUniverse		0	False				no_ensembl_gene
A6H8Y5	DdrGoUniverse		0	False				no_ensembl_gene
A6NF83	DdrGoUniverse;ReferenceDdr	ENSG00000185290	1	False	389493	ENSG00000185290		agree
A6NHR9	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000101596	1	False	23347	ENSG00000101596	ENSP00000326603	agree
A6NNK5	DdrGoUniverse;ReferenceDdr	ENSG00000067369	1	False	7158	ENSG00000067369	ENSP00000371470	agree
A8ASI8	ReferenceDdr		0	False	637	ENSG00000015475	ENSP00000449236	no_ensembl_gene
A8JZZ5	DdrGoUniverse		0	False				no_ensembl_gene
A8K0J3	DdrGoUniverse		0	False				no_ensembl_gene
A8K146	DdrGoUniverse		0	False				no_ensembl_gene
A8K1D3	DdrGoUniverse		0	False				no_ensembl_gene
A8K1E1	DdrGoUniverse;ReferenceDdr		0	False				no_ensembl_gene
A8K1J3	DdrGoUniverse		0	False	5886	ENSG00000179262		no_ensembl_gene
A8K214	DdrGoUniverse		0	False				no_ensembl_gene
A8K2R3	DdrGoUniverse		0	False				no_ensembl_gene
A8K2V6	DdrGoUniverse		0	False				no_ensembl_gene
A8K322	DdrGoUniverse		0	False				no_ensembl_gene
A8K359	DdrGoUniverse		0	False				no_ensembl_gene
A8K3I2	DdrGoUniverse		0	False				no_ensembl_gene
A8K3W1	DdrGoUniverse		0	False				no_ensembl_gene
A8K4P6	DdrGoUniverse		0	False				no_ensembl_gene
A8K5H6	DdrGoUniverse		0	False	9156	ENSG00000174371		no_ensembl_gene
A8K7R5	DdrGoUniverse		0	False				no_ensembl_gene
A8K7U6	DdrGoUniverse		0	False				no_ensembl_gene
A8K860	DdrGoUniverse		0	False	27343	ENSG00000166169		no_ensembl_gene
A8K8Q4	DdrGoUniverse;ReferenceDdr		0	False	3981	ENSG00000174405		no_ensembl_gene
A8K996	DdrGoUniverse		0	False	8438	ENSG00000085999		no_ensembl_gene
A8MQ11	DdrGoUniverse		0	False				no_ensembl_gene
A8MT69	DdrGoUniverse;ReferenceDdr	ENSG00000169689	1	False	201254	ENSG00000169689		agree
A8MVJ9	DdrGoUniverse;KlaDdr		0	False				no_ensembl_gene
A8MX75	DdrGoUniverse	ENSG00000104884	1	False				route2_unavailable_no_entrez
A8W2J3	DdrGoUniverse		0	False				no_ensembl_gene
A8W2K5	DdrGoUniverse		0	False				no_ensembl_gene
A8WDG6	DdrGoUniverse		0	False				no_ensembl_gene
A8WFP7	DdrGoUniverse		0	False				no_ensembl_gene
B0LPF3	ReferenceDdr		0	False	2885	ENSG00000177885	ENSP00000339007	no_ensembl_gene
B0QYE1	DdrGoUniverse	ENSG00000100206	1	False				route2_unavailable_no_entrez
B0QZ77	DdrGoUniverse	ENSG00000155229	1	False				route2_unavailable_no_entrez
B1AHB0	ReferenceDdr		0	False	4174	ENSG00000100297	ENSP00000216122	no_ensembl_gene
B1AHC9	DdrGoUniverse;ReferenceDdr	ENSG00000196419	1	False	2547	ENSG00000196419	ENSP00000384082	agree
B1AKT1	DdrGoUniverse	ENSG00000010072	1	False				route2_unavailable_no_entrez
B1ALR7	DdrGoUniverse	ENSG00000158169	1	False				route2_unavailable_no_entrez
B2R5W3	DdrGoUniverse		0	False				no_ensembl_gene
B2R6K0	DdrGoUniverse		0	False				no_ensembl_gene
B2R7E8	DdrGoUniverse		0	False				no_ensembl_gene
B2R7G4	DdrGoUniverse		0	False				no_ensembl_gene
B2R848	DdrGoUniverse		0	False				no_ensembl_gene
B2RAN0	DdrGoUniverse		0	False				no_ensembl_gene
B2RBW4	DdrGoUniverse		0	False				no_ensembl_gene
B2RCY5	DdrGoUniverse		0	False	7515	ENSG00000073050		no_ensembl_gene
B2RDI0	DdrGoUniverse		0	False				no_ensembl_gene
B2RDN9	DdrGoUniverse		0	False				no_ensembl_gene
B2RDU2	DdrGoUniverse;ReferenceDdr		0	False				no_ensembl_gene
B2ZP79	ReferenceDdr		0	False	637	ENSG00000015475	ENSP00000382667	no_ensembl_gene
B3KN41	DdrGoUniverse		0	False	55775	ENSG00000042088		no_ensembl_gene
B3KN75	DdrGoUniverse		0	False	5429	ENSG00000170734		no_ensembl_gene
B3KNQ3	DdrGoUniverse		0	False				no_ensembl_gene
B3KNW8	DdrGoUniverse		0	False	55215	ENSG00000140525		no_ensembl_gene
B3KPW7	DdrGoUniverse		0	False	1161	ENSG00000049167		no_ensembl_gene
B3KQK2	DdrGoUniverse		0	False	9400	ENSG00000108469		no_ensembl_gene
B3KRG2	DdrGoUniverse		0	False	2071	ENSG00000163161		no_ensembl_gene
B3KS26	DdrGoUniverse		0	False				no_ensembl_gene
B3KS74	DdrGoUniverse		0	False				no_ensembl_gene
B3KT25	DdrGoUniverse		0	False				no_ensembl_gene
B3KTH1	DdrGoUniverse		0	False	2071	ENSG00000163161		no_ensembl_gene
B3KU60	DdrGoUniverse		0	False	79068	ENSG00000140718		no_ensembl_gene
B3KVC6	DdrGoUniverse		0	False				no_ensembl_gene
B3KX63	DdrGoUniverse		0	False				no_ensembl_gene
B3KXM1	DdrGoUniverse		0	False				no_ensembl_gene
B3KXT3	DdrGoUniverse		0	False				no_ensembl_gene
B4DDJ7	DdrGoUniverse		0	False				no_ensembl_gene
B4DE17	DdrGoUniverse		0	False	27343	ENSG00000166169		no_ensembl_gene
B4DE21	DdrGoUniverse		0	False				no_ensembl_gene
B4DE32	DdrGoUniverse		0	False	2547	ENSG00000196419		no_ensembl_gene
B4DEA3	DdrGoUniverse		0	False				no_ensembl_gene
B4DEB2	DdrGoUniverse		0	False				no_ensembl_gene
B4DEE8	DdrGoUniverse;ReferenceDdr		0	False	4255	ENSG00000170430	ENSP00000302111	no_ensembl_gene
B4DEF2	DdrGoUniverse		0	False				no_ensembl_gene
B4DEF5	DdrGoUniverse		0	False				no_ensembl_gene
B4DEQ6	DdrGoUniverse		0	False				no_ensembl_gene
B4DES0	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
B4DEX2	DdrGoUniverse		0	False				no_ensembl_gene
B4DG64	DdrGoUniverse		0	False				no_ensembl_gene
B4DG75	DdrGoUniverse		0	False				no_ensembl_gene
B4DGM0	DdrGoUniverse		0	False	5395	ENSG00000122512		no_ensembl_gene
B4DGQ2	DdrGoUniverse		0	False				no_ensembl_gene
B4DGZ9	DdrGoUniverse		0	False	1161	ENSG00000049167		no_ensembl_gene
B4DHN4	DdrGoUniverse		0	False				no_ensembl_gene
B4DHW8	DdrGoUniverse		0	False	84690	ENSG00000141255		no_ensembl_gene
B4DI29	DdrGoUniverse		0	False	6996	ENSG00000139372		no_ensembl_gene
B4DIH7	DdrGoUniverse		0	False	5378	ENSG00000064933		no_ensembl_gene
B4DKV3	DdrGoUniverse		0	False				no_ensembl_gene
B4DL39	DdrGoUniverse		0	False				no_ensembl_gene
B4DL94	DdrGoUniverse		0	False				no_ensembl_gene
B4DLS6	DdrGoUniverse		0	False				no_ensembl_gene
B4DLX7	DdrGoUniverse		0	False				no_ensembl_gene
B4DM52	DdrGoUniverse		0	False	3978	ENSG00000105486		no_ensembl_gene
B4DMF4	DdrGoUniverse		0	False				no_ensembl_gene
B4DMK2	DdrGoUniverse		0	False				no_ensembl_gene
B4DN24	DdrGoUniverse		0	False				no_ensembl_gene
B4DN49	DdrGoUniverse		0	False				no_ensembl_gene
B4DNU0	DdrGoUniverse;ReferenceDdr		0	False				no_ensembl_gene
B4DPN5	DdrGoUniverse		0	False				no_ensembl_gene
B4DQD9	DdrGoUniverse		0	False				no_ensembl_gene
B4DQG8	DdrGoUniverse;ReferenceDdr		0	False				no_ensembl_gene
B4DQP9	DdrGoUniverse		0	False				no_ensembl_gene
B4DR33	DdrGoUniverse		0	False				no_ensembl_gene
B4DR89	DdrGoUniverse		0	False				no_ensembl_gene
B4DRF3	DdrGoUniverse		0	False	54962	ENSG00000075131		no_ensembl_gene
B4DRT6	DdrGoUniverse		0	False				no_ensembl_gene
B4DS87	DdrGoUniverse		0	False				no_ensembl_gene
B4DSB9	DdrGoUniverse		0	False				no_ensembl_gene
B4DSG6	DdrGoUniverse;ReferenceDdr		0	False				no_ensembl_gene
B4DSI5	DdrGoUniverse		0	False				no_ensembl_gene
B4DSN7	DdrGoUniverse		0	False				no_ensembl_gene
B4DSP3	DdrGoUniverse		0	False				no_ensembl_gene
B4DTD3	DdrGoUniverse		0	False				no_ensembl_gene
B4DTH3	DdrGoUniverse		0	False				no_ensembl_gene
B4DTU6	DdrGoUniverse		0	False				no_ensembl_gene
B4DU03	DdrGoUniverse		0	False				no_ensembl_gene
B4DUE1	DdrGoUniverse		0	False				no_ensembl_gene
B4DUL2	DdrGoUniverse;ReferenceDdr		0	False	6118	ENSG00000117748		no_ensembl_gene
B4DUZ9	DdrGoUniverse		0	False				no_ensembl_gene
B4DV67	DdrGoUniverse		0	False				no_ensembl_gene
B4DV82	DdrGoUniverse		0	False				no_ensembl_gene
B4DWI9	DdrGoUniverse		0	False	27301	ENSG00000169188		no_ensembl_gene
B4DWS2	DdrGoUniverse		0	False				no_ensembl_gene
B4DWZ4	DdrGoUniverse;ReferenceDdr		0	False				no_ensembl_gene
B4DX60	DdrGoUniverse		0	False	144715	ENSG00000151164		no_ensembl_gene
B4DXD8	DdrGoUniverse		0	False	2072	ENSG00000175595		no_ensembl_gene
B4DYI4	DdrGoUniverse		0	False				no_ensembl_gene
B4DYM6	DdrGoUniverse		0	False	144715	ENSG00000151164		no_ensembl_gene
B4DZN6	DdrGoUniverse		0	False				no_ensembl_gene
B4DZX3	DdrGoUniverse		0	False				no_ensembl_gene
B4E0E1	DdrGoUniverse;ReferenceDdr		0	False				no_ensembl_gene
B4E0E6	DdrGoUniverse		0	False	51514	ENSG00000143476		no_ensembl_gene
B4E0G0	DdrGoUniverse		0	False				no_ensembl_gene
B4E0X0	DdrGoUniverse		0	False				no_ensembl_gene
B4E127	DdrGoUniverse		0	False	6996	ENSG00000139372		no_ensembl_gene
B4E135	DdrGoUniverse		0	False				no_ensembl_gene
B4E265	DdrGoUniverse		0	False				no_ensembl_gene
B4E356	DdrGoUniverse		0	False	2547	ENSG00000196419		no_ensembl_gene
B4E383	DdrGoUniverse		0	False				no_ensembl_gene
B4E3A1	DdrGoUniverse		0	False				no_ensembl_gene
B4E3W2	DdrGoUniverse		0	False	2176	ENSG00000158169		no_ensembl_gene
B5MC31	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
B5MC59	DdrGoUniverse;ReferenceDdr	ENSG00000106399	1	False			ENSP00000384652	route2_unavailable_no_entrez
B5MCB3	DdrGoUniverse	ENSG00000110066	1	False	51111	ENSG00000110066		agree
B7WNX0	DdrGoUniverse	ENSG00000110066	1	False	51111	ENSG00000110066		agree
B7Z1W5	DdrGoUniverse		0	False	5423	ENSG00000070501		no_ensembl_gene
B7Z2G8	DdrGoUniverse		0	False	5893	ENSG00000002016		no_ensembl_gene
B7Z2X2	DdrGoUniverse		0	False				no_ensembl_gene
B7Z4W4	DdrGoUniverse		0	False	5887	ENSG00000119318		no_ensembl_gene
B7Z5N2	DdrGoUniverse		0	False	51111	ENSG00000110066		no_ensembl_gene
B7Z5Q6	DdrGoUniverse		0	False	5893	ENSG00000002016		no_ensembl_gene
B7Z6I3	DdrGoUniverse		0	False	3980	ENSG00000005156		no_ensembl_gene
B7Z6Y4	DdrGoUniverse		0	False				no_ensembl_gene
B7Z780	DdrGoUniverse		0	False				no_ensembl_gene
B7Z821	DdrGoUniverse		0	False				no_ensembl_gene
B7Z8C1	DdrGoUniverse		0	False				no_ensembl_gene
B7Z8Y7	DdrGoUniverse		0	False				no_ensembl_gene
B7Z9T5	DdrGoUniverse		0	False	3835	ENSG00000079616		no_ensembl_gene
B7ZA36	DdrGoUniverse		0	False				no_ensembl_gene
B7ZA71	DdrGoUniverse		0	False	27301	ENSG00000169188		no_ensembl_gene
B7ZA74	DdrGoUniverse		0	False				no_ensembl_gene
B7ZA85	DdrGoUniverse		0	False				no_ensembl_gene
B7ZAA0	DdrGoUniverse		0	False	5378	ENSG00000064933		no_ensembl_gene
B7ZKN7	DdrGoUniverse		0	False	641	ENSG00000197299		no_ensembl_gene
B7ZMF2	DdrGoUniverse		0	False				no_ensembl_gene
B7ZW82	DdrGoUniverse		0	False				no_ensembl_gene
C0HM98	DdrGoUniverse		0	False				no_ensembl_gene
C6YB45	DdrGoUniverse		0	False				no_ensembl_gene
C6YB46	DdrGoUniverse		0	False				no_ensembl_gene
C6YB47	DdrGoUniverse		0	False				no_ensembl_gene
C9IZW4	DdrGoUniverse	ENSG00000012048	1	False	672	ENSG00000012048		agree
C9J0Q4	DdrGoUniverse;ReferenceDdr	ENSG00000070950	1	False				route2_unavailable_no_entrez
C9J167	DdrGoUniverse	ENSG00000122512	1	False	5395	ENSG00000122512		agree
C9J222	DdrGoUniverse	ENSG00000122678	1	False				route2_unavailable_no_entrez
C9J2G0	DdrGoUniverse	ENSG00000158019	1	False				route2_unavailable_no_entrez
C9J4L1	DdrGoUniverse	ENSG00000064933	1	False				route2_unavailable_no_entrez
C9J512	DdrGoUniverse	ENSG00000115392	1	False	55120	ENSG00000115392		agree
C9J5S9	DdrGoUniverse	ENSG00000182185	1	False				route2_unavailable_no_entrez
C9J5X9	DdrGoUniverse	ENSG00000181544	1	False	2187	ENSG00000181544		agree
C9J6S5	DdrGoUniverse	ENSG00000110066	1	False	51111	ENSG00000110066		agree
C9J9C7	DdrGoUniverse	ENSG00000041880	1	False				route2_unavailable_no_entrez
C9JA95	DdrGoUniverse	ENSG00000136273	1	False				route2_unavailable_no_entrez
C9JCK8	DdrGoUniverse	ENSG00000136273	1	False				route2_unavailable_no_entrez
C9JF34	DdrGoUniverse	ENSG00000122678	1	False				route2_unavailable_no_entrez
C9JF76	DdrGoUniverse	ENSG00000064933	1	False				route2_unavailable_no_entrez
C9JFG1	DdrGoUniverse	ENSG00000110066	1	False	51111	ENSG00000110066		agree
C9JKP0	DdrGoUniverse	ENSG00000064933	1	False				route2_unavailable_no_entrez
C9JMN1	DdrGoUniverse	ENSG00000163029	1	False				route2_unavailable_no_entrez
C9JMP5	DdrGoUniverse;ReferenceDdr	ENSG00000139579	1	False			ENSP00000408616	route2_unavailable_no_entrez
C9JNT2	DdrGoUniverse	ENSG00000049167	1	False				route2_unavailable_no_entrez
